iso3,year,indicator_code,variable,value
ARM,2004,FB.AST.NPER.ZS,bank_npl_pct_gross_loans,
ARM,2004,FR.INR.RINR,real_interest_rate_pct,11.6248159998918
ARM,2005,FB.AST.NPER.ZS,bank_npl_pct_gross_loans,
ARM,2005,FR.INR.RINR,real_interest_rate_pct,14.3161459394903
ARM,2006,FB.AST.NPER.ZS,bank_npl_pct_gross_loans,
ARM,2006,FR.INR.RINR,real_interest_rate_pct,11.3814924574336
ARM,2007,FB.AST.NPER.ZS,bank_npl_pct_gross_loans,
ARM,2007,FR.INR.RINR,real_interest_rate_pct,12.6947444611314
ARM,2008,FB.AST.NPER.ZS,bank_npl_pct_gross_loans,
ARM,2008,FR.INR.RINR,real_interest_rate_pct,10.4349146525184
ARM,2009,FB.AST.NPER.ZS,bank_npl_pct_gross_loans,
ARM,2009,FR.INR.RINR,real_interest_rate_pct,15.8708814402684
ARM,2010,FB.AST.NPER.ZS,bank_npl_pct_gross_loans,3.04141129948019
ARM,2010,FR.INR.RINR,real_interest_rate_pct,10.6076357898925
ARM,2011,FB.AST.NPER.ZS,bank_npl_pct_gross_loans,3.42109151341692
ARM,2011,FR.INR.RINR,real_interest_rate_pct,12.9197578932998
ARM,2012,FB.AST.NPER.ZS,bank_npl_pct_gross_loans,3.66922217057882
ARM,2012,FR.INR.RINR,real_interest_rate_pct,11.2811932906832
ARM,2013,FB.AST.NPER.ZS,bank_npl_pct_gross_loans,4.48533892299217
ARM,2013,FR.INR.RINR,real_interest_rate_pct,12.2168430436348
ARM,2014,FB.AST.NPER.ZS,bank_npl_pct_gross_loans,6.96975042813575
ARM,2014,FR.INR.RINR,real_interest_rate_pct,13.7812486601176
